epoch,lr,train_macro_f1,train_accuracy,train_recall_class_0,train_pred_rate_0,train_recall_class_1,train_pred_rate_1,train_recall_class_2,train_pred_rate_2,train_loss,val_macro_f1,val_accuracy,val_recall_class_0,val_pred_rate_0,val_recall_class_1,val_pred_rate_1,val_recall_class_2,val_pred_rate_2,val_loss
1,0.0003,0.4835713031162709,0.4819506016466118,0.5252918287937743,0.3343888537048765,0.4497153700189753,0.37175427485750473,0.4721189591078067,0.29385687143761874,21.965182380676268,0.34957622215124545,0.759493670886076,0.7611548556430446,0.739240506329114,0.8333333333333334,0.24050632911392406,0.0,0.020253164556962026,15.397068683917706
2,0.0002988172051971717,0.8595436627600153,0.8594046865104497,0.8539325842696629,0.3660544648511716,0.7673076923076924,0.3071564281190627,0.9561904761904761,0.32678910702976566,11.324474906921386,0.3864527629233512,0.8860759493670886,0.9028871391076115,0.8860759493670886,0.5,0.10886075949367088,0.0,0.005063291139240506,14.57442489037147
3,0.0002952874741692947,0.9579031612336161,0.9582013932868905,0.9580152671755725,0.34262191260291325,0.9177820267686424,0.31855604813172894,0.9981203007518797,0.3388220392653578,6.81918694972992,0.3215377894276977,0.9316455696202531,0.9658792650918635,0.9670886075949368,0.0,0.03291139240506329,0.0,0.0,15.093895031855656
4,0.0002894664728832377,0.9871385313663676,0.987333755541482,0.9844660194174757,0.3286890436985434,0.9788461538461538,0.32742241925269155,0.9981617647058824,0.34388853704876504,5.468441820144653,0.3579861111111111,0.9493670886075949,0.9816272965879265,0.979746835443038,0.08333333333333333,0.020253164556962026,0.0,0.0,13.683109870323769
5,0.00028144600200657956,0.9948377025857457,0.9949335022165928,0.9901574803149606,0.32045598480050663,0.994263862332696,0.3318556048131729,1.0,0.3476884103863205,4.765818130970001,0.3242306025140876,0.9468354430379747,0.9816272965879265,0.9822784810126582,0.0,0.017721518987341773,0.0,0.0,13.55858560708853
6,0.00027135254915624217,0.9948668544044267,0.9949335022165928,0.9923076923076923,0.3293223559214693,0.9922928709055877,0.3286890436985434,1.0,0.34198860037998735,4.405871615409851,0.3268817204301075,0.9620253164556962,0.9973753280839895,0.9974683544303797,0.0,0.002531645569620253,0.0,0.0,13.036117773789625
7,0.0002593452941132118,0.9974829864128757,0.9974667511082964,0.996309963099631,0.34325522482583914,0.9961389961389961,0.3280557314756175,1.0,0.3286890436985434,4.233343467712403,0.32333767926988266,0.9417721518987342,0.9763779527559056,0.9772151898734177,0.0,0.02278481012658228,0.0,0.0,13.684174684377817
8,0.00024561359846230347,0.9980732016316529,0.9981000633312223,0.9961389961389961,0.32742241925269155,0.9980769230769231,0.3299556681443952,1.0,0.34262191260291325,3.8691174530982972,0.3268817204301075,0.9620253164556962,0.9973753280839895,0.9974683544303797,0.0,0.002531645569620253,0.0,0.0,13.298252986027645
9,0.0002303740192468495,0.9981033359237678,0.9981000633312223,0.9959919839679359,0.31538948701709946,0.998211091234347,0.3546548448385054,1.0,0.3299556681443952,3.7072234630584715,0.327319587628866,0.9645569620253165,1.0,1.0,0.0,0.0,0.0,0.0,12.899724886967586
10,0.0002138668937347609,0.9993710014458066,0.999366687777074,0.9980952380952381,0.3318556048131729,1.0,0.3394553514882837,1.0,0.3286890436985434,3.4936219215393067,0.36809153713298787,0.959493670886076,0.9921259842519685,0.9898734177215189,0.08333333333333333,0.010126582278481013,0.0,0.0,13.925350702725924
11,0.0001963525491562421,0.9986991857537362,0.9987333755541482,0.9961089494163424,0.32425585813806207,1.0,0.32488917036098797,1.0,0.35085497150094996,3.303658468723297,0.327319587628866,0.9645569620253165,1.0,1.0,0.0,0.0,0.0,0.0,14.085142649137056
12,0.00017810719718785873,0.9987594252579636,0.9987333755541482,0.9964539007092199,0.3559214692843572,1.0,0.32615579480683976,1.0,0.31792273590880304,3.683028373718262,0.3268817204301075,0.9620253164556962,0.9973753280839895,0.9974683544303797,0.0,0.0,0.0,0.002531645569620253,13.338964682358961
13,0.00015941857792939703,0.9967187009916278,0.9968334388853705,0.9908256880733946,0.34198860037998735,1.0,0.3039898670044332,1.0,0.3540215326155795,3.142401084899902,0.32644272179155903,0.959493670886076,0.994750656167979,0.9949367088607595,0.0,0.005063291139240506,0.0,0.0,14.478102977459248
