epoch,lr,train_macro_f1,train_accuracy,train_recall_class_0,train_pred_rate_0,train_recall_class_1,train_pred_rate_1,train_recall_class_2,train_pred_rate_2,train_loss,val_macro_f1,val_accuracy,val_recall_class_0,val_pred_rate_0,val_recall_class_1,val_pred_rate_1,val_recall_class_2,val_pred_rate_2,val_loss
1,0.0003,0.5895910116821711,0.5902469917669411,0.6457142857142857,0.3584547181760608,0.5084427767354597,0.31538948701709946,0.6180422264875239,0.32615579480683976,1.058258370317594,0.4431544265215665,0.7518987341772152,0.936026936026936,0.8430379746835444,0.2978723404255319,0.13924050632911392,0.09803921568627451,0.017721518987341773,0.7201298379898071
2,0.00029815325108927063,0.795523789494181,0.7948068397720076,0.7981132075471699,0.31855604813172894,0.7655954631379962,0.35148828372387586,0.8211538461538461,0.3299556681443952,0.5293713786987343,0.4406495714753775,0.7569620253164557,0.9427609427609428,0.8455696202531645,0.3191489361702128,0.13924050632911392,0.0784313725490196,0.015189873417721518,0.7153885662555695
3,0.00029265847744427303,0.8814496771388094,0.8822039265357822,0.8454011741682974,0.3065231158961368,0.8620037807183365,0.3331222292590247,0.9369202226345084,0.36035465484483853,0.340757573418545,0.46844249878285105,0.7113924050632912,0.8282828282828283,0.6936708860759494,0.6382978723404256,0.2810126582278481,0.09803921568627451,0.02531645569620253,0.9872620022296905
4,0.0002836509786282552,0.9190738664198213,0.9183027232425586,0.8816568047337278,0.3077897403419886,0.9137931034482759,0.3742875237492084,0.9613821138211383,0.31792273590880304,0.23305157466669274,0.5216074373969111,0.769620253164557,0.9158249158249159,0.7873417721518987,0.48936170212765956,0.17721518987341772,0.17647058823529413,0.035443037974683546,1.1105880224704743
5,0.0002713525491562421,0.9104228612260893,0.9107029765674477,0.8778195488721805,0.32425585813806207,0.9103313840155945,0.3293223559214693,0.9438202247191011,0.34642178594046863,0.258691649394806,0.5010621621514904,0.7164556962025317,0.8080808080808081,0.6860759493670886,0.7872340425531915,0.29620253164556964,0.11764705882352941,0.017721518987341773,0.9240008115768432
6,0.0002560660171779821,0.9380059233771852,0.9379354021532615,0.925589836660617,0.34958834705509817,0.9298597194388778,0.3141228625712476,0.9584120982986768,0.3362887903736542,0.17654727978838813,0.5294646873594242,0.739240506329114,0.8451178451178452,0.6911392405063291,0.6595744680851063,0.27341772151898736,0.19607843137254902,0.035443037974683546,0.7778770530223846
7,0.000238167787843871,0.9643765884671304,0.9645345155161494,0.9389312977099237,0.32108929702343253,0.9749518304431599,0.3388220392653578,0.9794776119402985,0.3400886637112096,0.11608846214684573,0.42745986376039463,0.7670886075949367,0.9730639730639731,0.8962025316455696,0.19148936170212766,0.0810126582278481,0.09803921568627451,0.02278481012658228,1.2518424087762832
8,0.00021809857496093204,0.9772140482086823,0.9772007599746675,0.9662921348314607,0.3369221025965801,0.9803149606299213,0.3223559214692844,0.9851024208566108,0.3407219759341355,0.07809970061285328,0.4359585915919942,0.779746835443038,0.98989898989899,0.9164556962025316,0.06382978723404255,0.0379746835443038,0.21568627450980393,0.04556962025316456,1.2243629097938538
9,0.00019635254915624216,0.9823555336112619,0.9822672577580748,0.9788359788359788,0.3578214059531349,0.9825581395348837,0.32742241925269155,0.9858870967741935,0.3147561747941735,0.051050769238064835,0.5530540471561757,0.7924050632911392,0.9528619528619529,0.8379746835443038,0.2765957446808511,0.10632911392405063,0.3333333333333333,0.05569620253164557,0.9204095202684403
10,0.00017346516975603468,0.982236429054256,0.9822672577580748,0.9785992217898832,0.3223559214692844,0.9824902723735408,0.32742241925269155,0.985480943738657,0.35022165927802407,0.0469160330190201,0.6078196960700932,0.8075949367088607,0.9427609427609428,0.810126582278481,0.44680851063829785,0.13670886075949368,0.35294117647058826,0.053164556962025315,0.9154161518812179
11,0.00015000000000000001,0.9891640660269055,0.9892336922102597,0.9860834990059643,0.31728942368587715,0.9923076923076923,0.3324889170360988,0.9892086330935251,0.35022165927802407,0.03357122575798345,0.562181012989338,0.7822784810126582,0.9225589225589226,0.7974683544303798,0.44680851063829785,0.1569620253164557,0.27450980392156865,0.04556962025316456,1.0172877633571624
12,0.0001265348302439654,0.9880529238434081,0.9879670677644079,0.9845857418111753,0.32742241925269155,0.9834862385321101,0.34515516149461684,0.996116504854369,0.32742241925269155,0.0329802419750415,0.4734443244834862,0.7772151898734178,0.9730639730639731,0.9088607594936708,0.19148936170212766,0.060759493670886074,0.17647058823529413,0.030379746835443037,1.38111753821373
13,0.0001036474508437579,0.9949392114010335,0.9949335022165928,0.9920792079207921,0.31792273590880304,0.998109640831758,0.3369221025965801,0.9944954128440368,0.34515516149461684,0.017585353089456513,0.556366611942302,0.789873417721519,0.9494949494949495,0.850632911392405,0.2765957446808511,0.09620253164556962,0.3333333333333333,0.053164556962025315,1.1419786700606347
14,8.190142503906799e-05,0.9974994805093065,0.9974667511082964,0.9961759082217974,0.3299556681443952,0.9982078853046595,0.3546548448385054,0.9979919678714859,0.31538948701709946,0.01163263272757482,0.5505947995670367,0.7974683544303798,0.9663299663299664,0.8708860759493671,0.2127659574468085,0.07341772151898734,0.35294117647058826,0.05569620253164557,1.304954181611538
15,6.183221215612905e-05,0.9987397252997624,0.9987333755541482,0.9981412639405205,0.3407219759341355,0.9981203007518797,0.3362887903736542,1.0,0.3229892336922103,0.005854088604342042,0.5261904761904762,0.7924050632911392,0.9696969696969697,0.8683544303797468,0.2127659574468085,0.08354430379746836,0.29411764705882354,0.04810126582278481,1.4605246460437775
16,4.393398282201788e-05,0.9993552492469853,0.999366687777074,0.998062015503876,0.32615579480683976,1.0,0.3286890436985434,1.0,0.34515516149461684,0.0027881043906102542,0.5455258254029218,0.8025316455696202,0.9764309764309764,0.8734177215189873,0.19148936170212766,0.07088607594936709,0.35294117647058826,0.05569620253164557,1.429993487596512
17,2.86474508437579e-05,0.9967822380536924,0.9968334388853705,0.9964349376114082,0.3540215326155795,1.0,0.30905636478784043,0.9943820224719101,0.3369221025965801,0.006172203567323529,0.5530000696706421,0.8025316455696202,0.9730639730639731,0.8759493670886076,0.19148936170212766,0.06582278481012659,0.37254901960784315,0.05822784810126582,1.3961979687213897
18,1.6349021371744834e-05,0.9974728484266858,0.9974667511082964,1.0,0.3318556048131729,0.9942965779467681,0.331222292590247,0.9981132075471698,0.3369221025965801,0.00845113556068908,0.5168652649610503,0.7949367088607595,0.9797979797979798,0.8962025316455696,0.14893617021276595,0.053164556962025315,0.3137254901960784,0.05063291139240506,1.5321074545383453
