epoch,lr,train_macro_f1,train_accuracy,train_recall_class_0,train_pred_rate_0,train_recall_class_1,train_pred_rate_1,train_recall_class_2,train_pred_rate_2,train_loss,val_macro_f1,val_accuracy,val_recall_class_0,val_pred_rate_0,val_recall_class_1,val_pred_rate_1,val_recall_class_2,val_pred_rate_2,val_loss
1,0.0003,0.31594810616194297,0.31602279924002535,0.3142857142857143,0.3229892336922103,0.32833020637898686,0.34388853704876504,0.30518234165067176,0.3331222292590247,1.4096915555000304,0.07623318385650224,0.1291139240506329,0.0,0.0,0.0,0.0,1.0,1.0,1.1106997361549964
2,0.0002988172051971717,0.32730525257353466,0.3280557314756175,0.37169811320754714,0.3806206459784674,0.30623818525519847,0.31855604813172894,0.3057692307692308,0.30082330588980366,1.1328364276885987,0.2870013386880857,0.7037974683544304,0.9326599326599326,0.9291139240506329,0.02127659574468085,0.07088607594936709,0.0,0.0,1.0012972125640283
3,0.0002952874741692947,0.3474205205432422,0.35085497150094996,0.3385518590998043,0.3039898670044332,0.2741020793950851,0.2716909436352122,0.437847866419295,0.4243191893603547,1.1223229694366454,0.2676214897742198,0.4177215189873418,0.4444444444444444,0.4430379746835443,0.0,0.0,0.6470588235294118,0.5569620253164557,1.0735982656478882
4,0.0002894664728832377,0.3383309038533627,0.3597213426219126,0.25443786982248523,0.22735908803039898,0.5637931034482758,0.545281823939202,0.22764227642276422,0.22735908803039898,1.1119689106941224,0.07088989441930618,0.1189873417721519,0.0,0.0,1.0,1.0,0.0,0.0,1.1014382930902333
5,0.00028144600200657956,0.34060352012282086,0.34262191260291325,0.31954887218045114,0.3084230525649145,0.2962962962962963,0.2976567447751742,0.4101123595505618,0.39392020265991134,1.1107198262214661,0.2861271676300578,0.7518987341772152,1.0,1.0,0.0,0.0,0.0,0.0,0.9002758126992446
6,0.00027135254915624217,0.3231557032346389,0.32678910702976566,0.39019963702359345,0.4059531348955035,0.2545090180360721,0.25079164027865736,0.32892249527410206,0.34325522482583914,1.1209592509269715,0.07623318385650224,0.1291139240506329,0.0,0.0,0.0,0.0,1.0,1.0,1.1922876284672663
7,0.0002593452941132118,0.33916533845965624,0.34642178594046863,0.2538167938931298,0.2279924002533249,0.29865125240847784,0.29449018366054464,0.4832089552238806,0.47751741608613046,1.1053681254386902,0.2576093951093951,0.4177215189873418,0.47474747474747475,0.46329113924050636,0.5106382978723404,0.5367088607594936,0.0,0.0,1.0521904963713427
8,0.00024561359846230347,0.33057140541617797,0.3388220392653578,0.45131086142322097,0.435085497150095,0.21456692913385828,0.20139328689043698,0.34450651769087526,0.363521215959468,1.103482222557068,0.29773940157102596,0.6886075949367089,0.9057239057239057,0.9037974683544304,0.06382978723404255,0.09620253164556962,0.0,0.0,1.0245586450283344
9,0.0002303740192468495,0.3674227866265305,0.383153894870171,0.5432098765432098,0.493350221659278,0.3643410852713178,0.3046231792273591,0.21975806451612903,0.20202659911336288,1.094993896484375,0.3322062941687223,0.5721518987341773,0.6902356902356902,0.6784810126582278,0.02127659574468085,0.017721518987341773,0.39215686274509803,0.3037974683544304,1.0426841699160063
10,0.0002138668937347609,0.3581064955263617,0.3590880303989867,0.3560311284046693,0.29955668144395187,0.31712062256809337,0.3039898670044332,0.4010889292196007,0.39645345155161493,1.1032471251487732,0.27044815631128677,0.4911392405063291,0.6060606060606061,0.5974683544303797,0.2978723404255319,0.40253164556962023,0.0,0.0,1.0294796595206628
