epoch,lr,train_macro_f1,train_accuracy,train_recall_class_0,train_pred_rate_0,train_recall_class_1,train_pred_rate_1,train_recall_class_2,train_pred_rate_2,train_loss,val_macro_f1,val_accuracy,val_recall_class_0,val_pred_rate_0,val_recall_class_1,val_pred_rate_1,val_recall_class_2,val_pred_rate_2,val_loss
1,0.0003,0.6332670598618219,0.6333122229259025,0.6114285714285714,0.32108929702343253,0.626641651031895,0.3400886637112096,0.6621880998080614,0.3388220392653578,0.8780296099185944,0.40594400297475586,0.6962025316455697,0.8686868686868687,0.8075949367088607,0.0851063829787234,0.08860759493670886,0.2549019607843137,0.10379746835443038,0.8086589299715482
2,0.00029815325108927063,0.9027107746698407,0.902469917669411,0.8886792452830189,0.34388853704876504,0.8979206049149339,0.32552248258391386,0.9211538461538461,0.3305889803673211,0.2736901282519102,0.41212450056725697,0.7215189873417721,0.9057239057239057,0.8354430379746836,0.23404255319148937,0.12658227848101267,0.09803921568627451,0.0379746835443038,0.9161678644327017
3,0.00029265847744427303,0.964884318650295,0.9651678277390754,0.9471624266144814,0.32108929702343253,0.9640831758034026,0.3337555414819506,0.9833024118738405,0.34515516149461684,0.09981507763266563,0.43481019853944197,0.7417721518987341,0.9326599326599326,0.8835443037974684,0.10638297872340426,0.06582278481012659,0.21568627450980393,0.05063291139240506,0.9582422398603879
4,0.0002836509786282552,0.9569794598918725,0.9569347688410387,0.9191321499013807,0.3103229892336922,0.9689655172413794,0.37618746041798606,0.9817073170731707,0.3134895503483217,0.11903450511395931,0.41383563290503506,0.759493670886076,0.9663299663299664,0.9139240506329114,0.0425531914893617,0.030379746835443037,0.21568627450980393,0.05569620253164557,1.2050732649289644
5,0.0002713525491562421,0.962649339684254,0.9626345788473718,0.9548872180451128,0.3388220392653578,0.9571150097465887,0.31982267257758074,0.9756554307116105,0.34135528815706145,0.11150793567299842,0.34153760203606565,0.7063291139240506,0.9090909090909091,0.8632911392405064,0.19148936170212766,0.13670886075949368,0.0,0.0,1.4402720538469462
6,0.0002560660171779821,0.9532431111719862,0.9531348955034832,0.9491833030852994,0.35085497150094996,0.9559118236472945,0.31792273590880304,0.9546313799621928,0.331222292590247,0.11452907405793666,0.49417092690696335,0.7620253164556962,0.9191919191919192,0.8227848101265823,0.10638297872340426,0.05063291139240506,0.45098039215686275,0.12658227848101267,0.9071473066623394
7,0.000238167787843871,0.9815725807366386,0.9816339455351488,0.982824427480916,0.3356554781507283,0.9730250481695568,0.32488917036098797,0.9888059701492538,0.3394553514882837,0.04724208362400532,0.360479797979798,0.739240506329114,0.9595959595959596,0.9189873417721519,0.02127659574468085,0.04810126582278481,0.11764705882352941,0.03291139240506329,1.4686329387701476
8,0.00021809857496093204,0.9912055514778215,0.9911336288790373,0.9906367041198502,0.3394553514882837,0.9921259842519685,0.31982267257758074,0.9906890130353817,0.3407219759341355,0.033336347788572314,0.3923106939680845,0.7670886075949367,0.9831649831649831,0.9367088607594937,0.0,0.007594936708860759,0.21568627450980393,0.05569620253164557,1.6479290953049293
9,0.00019635254915624216,0.9931041308679873,0.9930335655478151,0.9876543209876543,0.3565547815072831,0.9941860465116279,0.32678910702976566,0.9979838709677419,0.31665611146295125,0.02338530581444502,0.36809587293395835,0.7645569620253164,0.98989898989899,0.9544303797468354,0.0,0.0,0.1568627450980392,0.04556962025316456,1.7543841967215905
10,0.00017346516975603468,0.9961735151009753,0.9962001266624446,0.9941634241245136,0.32488917036098797,0.9961089494163424,0.32552248258391386,0.9981851179673321,0.34958834705509817,0.01041107473662123,0.44014939309056955,0.7670886075949367,0.9595959595959596,0.8835443037974684,0.02127659574468085,0.03291139240506329,0.3333333333333333,0.08354430379746836,1.52597320996798
11,0.00015000000000000001,0.9967408123883538,0.9968334388853705,0.9960238568588469,0.31918936035465484,0.9942307692307693,0.3286890436985434,1.0,0.35212159594680176,0.009829662209376692,0.38974518196535896,0.7670886075949367,0.9865319865319865,0.9518987341772152,0.0,0.007594936708860759,0.19607843137254902,0.04050632911392405,1.8548477796407847
12,0.0001265348302439654,0.9955917465530818,0.9955668144395187,0.9922928709055877,0.3280557314756175,0.9944954128440368,0.34515516149461684,1.0,0.32678910702976566,0.00964852124452591,0.37533068783068785,0.7620253164556962,0.9865319865319865,0.9493670886075949,0.0,0.020253164556962026,0.1568627450980392,0.030379746835443037,1.6886820793151855
13,0.0001036474508437579,0.9993641098127849,0.999366687777074,0.998019801980198,0.31918936035465484,1.0,0.33502216592780243,1.0,0.34578847371754273,0.004736106172204018,0.3802133708490871,0.7645569620253164,0.9865319865319865,0.9417721518987342,0.0,0.015189873417721518,0.17647058823529413,0.043037974683544304,1.8471404955937312
14,8.190142503906799e-05,0.9987493128261784,0.9987333755541482,0.9980879541108987,0.3305889803673211,0.9982078853046595,0.35338822039265355,1.0,0.31602279924002535,0.010828112214803697,0.3874195444315429,0.769620253164557,0.98989898989899,0.9544303797468354,0.0,0.0,0.19607843137254902,0.04556962025316456,1.9188252779153676
