epoch,lr,train_macro_f1,train_accuracy,train_recall_class_0,train_pred_rate_0,train_recall_class_1,train_pred_rate_1,train_recall_class_2,train_pred_rate_2,train_loss,val_macro_f1,val_accuracy,val_recall_class_0,val_pred_rate_0,val_recall_class_1,val_pred_rate_1,val_recall_class_2,val_pred_rate_2,val_loss
1,0.0003,0.3309840020306894,0.331222292590247,0.31047619047619046,0.3293223559214693,0.35647279549718575,0.34642178594046863,0.32629558541266795,0.32425585813806207,1.3140787029266356,0.2861271676300578,0.7518987341772152,1.0,1.0,0.0,0.0,0.0,0.0,0.9890612638913668
2,0.0002988172051971717,0.33481835865240567,0.3356554781507283,0.3264150943396226,0.3046231792273591,0.3818525519848771,0.3901203293223559,0.2980769230769231,0.305256491450285,1.1384878945350647,0.3714255677039529,0.7265822784810126,0.9259259259259259,0.9088607594936708,0.0,0.0,0.23529411764705882,0.09113924050632911,0.9987701177597046
3,0.0002952874741692947,0.35844225584710027,0.3597213426219126,0.3405088062622309,0.2970234325522483,0.32136105860113423,0.30208993033565545,0.4155844155844156,0.40088663711209627,1.1211912941932678,0.08273092369477912,0.10886075949367088,0.0,0.0,0.0425531914893617,0.09113924050632911,0.803921568627451,0.9088607594936708,1.3567117544320912
4,0.0002894664728832377,0.33971193149132867,0.35148828372387586,0.2978303747534517,0.2786573780873971,0.4879310344827586,0.4819506016466118,0.2459349593495935,0.23939202026599113,1.13062481880188,0.07864163084734685,0.13164556962025317,0.003367003367003367,0.002531645569620253,0.0,0.0,1.0,0.9974683544303797,1.1164190127299383
5,0.00028144600200657956,0.3683700610548118,0.36922102596580114,0.3815789473684211,0.32742241925269155,0.3255360623781676,0.3039898670044332,0.398876404494382,0.36858771374287524,1.1117747902870179,0.29713090154516303,0.7417721518987341,0.9831649831649831,0.9746835443037974,0.02127659574468085,0.02531645569620253,0.0,0.0,0.9226725101470947
6,0.00027135254915624217,0.32011044522919635,0.32488917036098797,0.3339382940108893,0.3293223559214693,0.23246492985971945,0.23432552248258393,0.40264650283553877,0.43635212159594683,1.1552651286125184,0.21643059490084984,0.30886075949367087,0.26262626262626265,0.23544303797468355,0.0,0.0,0.8627450980392157,0.7645569620253164,1.0144525307875414
7,0.0002593452941132118,0.37366194574318573,0.37492083597213427,0.44083969465648853,0.36858771374287524,0.325626204238921,0.2875237492083597,0.3582089552238806,0.34388853704876504,1.0980209910869598,0.2861271676300578,0.7518987341772152,1.0,1.0,0.0,0.0,0.0,0.0,0.9161125146425687
8,0.00024561359846230347,0.3508002717305043,0.357188093730209,0.47191011235955055,0.4141861937935402,0.24803149606299213,0.22292590246991767,0.3463687150837989,0.3628879037365421,1.0997847294807435,0.2718907267327346,0.3367088607594937,0.3468013468013468,0.30632911392405066,0.2978723404255319,0.3569620253164557,0.3137254901960784,0.3367088607594937,1.0697706570992103
9,0.0002303740192468495,0.3892711925222625,0.39518682710576314,0.47266313932980597,0.3983533882203927,0.40891472868217055,0.3616212792906903,0.2923387096774194,0.24002533248891703,1.0944104409217834,0.297681580356775,0.45569620253164556,0.468013468013468,0.42278481012658226,0.0,0.0,0.803921568627451,0.5772151898734177,0.9953252627299383
10,0.0002138668937347609,0.39424327333646225,0.39708676377454083,0.4066147859922179,0.29132362254591515,0.30544747081712065,0.27359088030398987,0.47368421052631576,0.435085497150095,1.075726137161255,0.2861271676300578,0.7518987341772152,1.0,1.0,0.0,0.0,0.0,0.0,0.9061690660623404
